name	cost	mv	type	colors	cube_color	section	colorshift	role	in_block	elo	edh	dead	strong	errata	oob	sets	archetypes	note
Replenish	{3}{W}	3	Sorcery	W	W	Mono-W		Honest combo payoff: dump enchantments to GY, then mass-reanimate them	Out-exception	1226	9046	0	0	0	0	SOC		Stapled-to-spell payoff (#16-legal). Needs GY-fill; one-shot, fragile
Rule of Law	{2}{W}	3	Enchantment	W	W	Mono-W		One-spell-per-turn lock; slows storm/combo opponents	Out-exception	1210	3391	0	0	0	0	10E, M20, MRD, SLD		Anti-storm lock; functional twin of Arcane Laboratory (pick one)
Solitary Confinement	{2}{W}	3	Enchantment	W	W	Mono-W		Near-hexproof fog-lock; pairs with enchantress/discard-engine card flow	ODY-block	1269	4033	0	0	0	0	JUD, MH2		In-block (JUD). Hard lock vs aggro; needs card-engine to feed discard
Stern Judge	{2}{W}	3	Creature — Human Cleric	W	W	Mono-W		Symmetric Swamp-drain each tap: a slow life-attrition engine in the Cleric shell.	ODY-block	1164	24373	0	0	0	0	TOR	control;land-matters;life-loss	In-block (TOR) Cleric. Punishes Swamps; life-as-attrition in WB.
Story Circle	{1}{W}{W}	3	Enchantment	W	W	Mono-W		Color-based damage prevention lock vs mono-color decks	Out-exception	1188	19751	0	0	0	0	10E, 8ED, 9ED, MMQ		Hard damage lock vs a color; decision-intensive mana sink
Whipgrass Entangler	{2}{W}	3	Creature — Human Cleric	W	W	Mono-W		tax	ONS-block	1020	24293	0	0	0	0	LGN	clerics;control;prison	Cleric-count soft lock; pseudo-Stasis on attackers/blockers.
Aven Cloudchaser	{3}{W}	4	Creature — Bird Soldier	W	W	Mono-W		blocker	ODY-block	1160	20777	0	0	0	0	10E, 8ED, 9ED, ODY	WX-birds;enchantment-hate	Bird flier + ETB enchant removal; honest tempo.
Commander Eesha	{2}{W}{W}	4	Legendary Creature — Bird Soldier	W	W	Mono-W		blocker	ODY-block	1270	15205	0	0	0	0	JUD	WX-birds;stall	Evasive untouchable 2/4; durable stall clock/blocker.
Daru Cavalier	{3}{W}	4	Creature — Human Soldier	W	W	Mono-W		flood-enabler	ONS-block	1114	31228	0	0	0	0	ONS	W-soldiers;go-wide	Singleton-neutered tutor; still a fine first-strike Soldier.
Daru Sanctifier	{3}{W}	4	Creature — Human Cleric	W	W	Mono-W		tax	ONS-block	1077	28207	0	0	0	0	LGN	clerics;enchantment-hate;morph	Morph ambush enchant-removal; flexible vs lock enchantments.
Daru Warchief	{2}{W}{W}	4	Creature — Human Soldier	W	W	Mono-W		payoff	ONS-block	1216	8999	0	0	0	0	SCG	W-soldiers;go-wide	Soldier lord + cost reducer; anchors the flood plan.
Delaying Shield	{3}{W}	4	Enchantment	W	W	Mono-W		Damage -> delay counters; pay or lose life later. In-block damage-to-counter life buffer (named).	ODY-block	1144	14453	0	0	0	0	ODY		In-block (ODY). Damage->counters; counters-matter + life management.
Doubtless One	{3}{W}	4	Creature — Cleric Avatar	W	W	Mono-W		Cleric-count beater that gains life on damage: the lifegain payoff body in the Cleric shell.	ONS-block	1067	20953	0	0	0	0	ONS	clerics;lifegain	In-block (ONS) Cleric. Lifegain -> Sanguine Bond drain; scales with the tribe.
Force Bubble	{2}{W}{W}	4	Enchantment	W	W	Mono-W		Damage -> depletion counters (prevented until 4). In-block damage-to-counter life shield (named).	ONS-block	1182	23998	0	0	0	0	SCG		In-block (SCG). Depletion-counter fog wall; counters theme + survive.
Graceful Antelope	{2}{W}{W}	4	Creature — Antelope	W	W	Mono-W		payoff	ODY-block	1109	26856	0	0	0	0	ODY, PLST	control;evasion;land-matters	Self-enabling evasion; turns opp lands to Plains, mana-screws.
Humility	{2}{W}{W}	4	Enchantment	W	W	Mono-W		Mass ability/stat shutoff; Opalescence partner = 0/0 lock	Out-exception	1215	11351	0	0	0	0	TMP, TPR		Tempest. Layer interaction w/ Opalescence wipes board; classic UW lock
Parallax Wave	{2}{W}{W}	4	Enchantment	W	W	Mono-W		Fading/depletion-counter removal; the missed fading theme	Out-exception	1513	11920	0	0	0	0	NEM, PLST, VMA, WC00		Fading depletion theme. Blink w/ Replenish = permanent exile combo; high Elo
Resilient Wanderer	{2}{W}{W}	4	Creature — Human Nomad	W	W	Mono-W		blocker	ODY-block	1169	29911	0	0	0	0	ODY	discard-outlet;protection	Discard outlet on a body; dodges blocks/removal by color.
Teroh's Faithful	{3}{W}	4	Creature — Human Cleric	W	W	Mono-W		ETB gain 4: the stay-alive Cleric body; trigger for Sanguine Bond and Test of Endurance.	ODY-block	1149	30531	0	0	0	0	TOR, VMA	lifegain;stall	In-block (TOR) Cleric lifegain shell; cheap, on-theme.
Test of Endurance	{2}{W}{W}	4	Enchantment	W	W	Mono-W		In-block alternate win: 50+ life on upkeep wins. Payoff for the Cleric lifegain shell.	ODY-block	1095	3381	0	0	0	0	DMR, JUD, SLD		In-block (JUD) alt-win. The 'gain life to win' end of the axis; slow.
Trap Digger	{3}{W}	4	Creature — Human Soldier	W	W	Mono-W		payoff	ONS-block	1123	30720	0	0	0	0	SCG	control;counters;land-matters	Slow counter engine; land-sac repeatable anti-ground removal.
Ancestor's Prophet	{4}{W}	5	Creature — Human Cleric	W	W	Mono-W		lifegain	ONS-block	1088	21341	0	0	0	0	ONS, PLST	clerics;lifegain	Cleric payoff; big life swings vs life-loss decks.
Aven Warhawk	{4}{W}	5	Creature — Bird Soldier	W	W	Mono-W		flood-enabler	ONS-block	1184	28042	0	0	0	0	LGN	W-soldiers;WX-birds	Amplify scales with Bird/Soldier hand; tribal flier.
Boon Reflection	{4}{W}	5	Enchantment	W	W	Mono-W		Lifegain doubler: amplifies the Cleric shell and Sanguine Bond drain. Weak alone.	N/A	1139	4738	0	0	0	0	2XM, SHM		Non-creature multiplier; pairs with Test of Endurance / Sanguine Bond.
Border Patrol	{4}{W}	5	Creature — Human Nomad	W	W	Mono-W		blocker	ODY-block	1189	29783	0	0	0	0	JUD	stall	1/6 vigilance wall-on-legs; holds ground both ways.
Catapult Master	{3}{W}{W}	5	Creature — Human Soldier	W	W	Mono-W		payoff	ONS-block	1166	10676	0	0	0	0	DDF, ONS	W-soldiers;control;go-wide	Soldier-flood payoff; repeatable exile removal if wide.
Celestial Gatekeeper	{3}{W}{W}	5	Creature — Bird Cleric	W	W	Mono-W		recursion	ONS-block	1165	15101	0	0	0	0	LGN	WX-birds;clerics;recursion	Bird+Cleric reanimation on death; grindy tribal value.
Gustcloak Savior	{4}{W}	5	Creature — Bird Soldier	W	W	Mono-W		payoff	ONS-block	1197	14866	0	0	0	0	DDO, ONS	W-soldiers;WX-birds;go-wide	Gustcloak anchor; ambush-untap whole team, dodges blocks.
Near-Death Experience	{2}{W}{W}{W}	5	Enchantment	W	W	Mono-W		Alternate win: be at exactly 1 life on upkeep. The white life-as-resource win-con build-around.	N/A	1036	15017	0	0	0	0	ROE, V16		Non-creature alt-win (cube spine). Needs precise life control = decision-intensive.
Phantom Flock	{3}{W}{W}	5	Creature — Bird Soldier Spirit	W	W	Mono-W		blocker	ODY-block	1099	22244	0	0	0	0	DMR, JUD, PLST, PSAL	W-shields;WX-birds;counters	Phantom shield flier 3/3; Bird for tribal too.
Sigil of the Empty Throne	{3}{W}{W}	5	Enchantment	W	W	Mono-W		Enchantress payoff: enchantment spells make 4/4 fliers	Out-exception	1278	1284	0	0	0	0	C15, C18, CMM, CON, DSC, HA2, J22, ORI, PC2, PCA, TSR		Top-end wincon for enchantress shell; slow, needs density
Sphere of Safety	{4}{W}	5	Enchantment	W	W	Mono-W		Scaling pillowfort payoff that rewards enchantment density	Out-exception	1196	671	0	0	0	0	C16, DSC, PIO, RTR, RVR, SLD		Enchantress payoff; tax scales w/ shell. Soft-locks combat at density
Starfield of Nyx	{4}{W}	5	Enchantment	W	W	Mono-W		Slow Replenish-on-a-stick + Opalescence-style animation at 5 enchantments	Out-exception	1258	2189	0	0	0	0	CMM, ORI, PIO		Fragile top-end (needs heavy enchant count). Watch repeated-value; gated
Aven Brigadier	{3}{W}{W}{W}	6	Creature — Bird Soldier	W	W	Mono-W		payoff	ONS-block	1194	17181	0	0	0	0	ONS	W-soldiers;WX-birds	Double lord for Birds + Soldiers; WWW topend.
Axis of Mortality	{4}{W}{W}	6	Enchantment	W	W	Mono-W		Upkeep swap any two players' totals: white Mirror Universe build-around; political, low power.	N/A	1071	11192	0	0	0	0	PXLN, XLN		Repeated swap = borderline vs honest-combo rule, but very weak/symmetrical; include w/ scrutiny.
Beacon of Immortality	{5}{W}	6	Instant	W	W	Mono-W		Double your life (shuffles back): huge lifegain spike. With Sanguine Bond it's a one-shot drain.	N/A	1215	2964	0	0	0	0	10E, 5DN, E02, PLST		One-shot. Pushes toward Test of Endurance; Sanguine Bond turns it lethal.
Glarecaster	{4}{W}{W}	6	Creature — Bird Cleric	W	W	Mono-W		payoff	ONS-block	1172	24658	0	0	0	0	ONS	WX-birds;clerics;control	Bird+Cleric flier; redirects damage as a pricey control valve.
Open the Vaults	{4}{W}{W}	6	Sorcery	W	W	Mono-W		Symmetric Replenish variant; also returns artifacts (lantern/lock synergy)	Out-exception	1176	3824	0	0	0	0	2XM, C15, C16, M10, PIP		Symmetric (downside) Replenish; bridges to lantern/artifact lock pieces
Transcendence	{3}{W}{W}{W}	6	Enchantment	W	W	Mono-W		Weird life-as-resource engine: survive at 0, lose at 20, lifeloss becomes huge lifegain. Decision-dense.	ODY-block	1044	12091	0	0	0	0	TOR		In-block (TOR). Perfect on-philosophy build-around; very low power.
Final Payment	{W}{B}	2	Instant	W, B	W/B	Orzhov WB		Pay 5 life (or sac) to destroy a creature: honest life-as-resource removal. Cheap WB interaction.	N/A	1138	14243	0	0	0	0	RNA		Non-creature; the life-paying option is the resource line (also lowers own life).
Karlov of the Ghost Council	{W}{B}	2	Legendary Creature — Spirit Advisor	W, B	W/B	Orzhov WB		Grows on lifegain, eats creatures: turns the Cleric lifegain shell into removal. WB life-matters.	Out-exception	1217	3780	0	0	0	1	C15, PJ21, PZ1, RVR		Out-of-block creature; counters + lifegain payoff. Trim vs Vizkopa if WB slots tight.
Vizkopa Guildmage	{W}{B}	2	Creature — Human Wizard	W, B	W/B	Orzhov WB		Activated Sanguine Bond: this turn, lifegain doubles as drain; also grants lifelink. WB drain engine.	Out-exception	1088	4277	0	0	0	1	C13, GK2, GTC, IMA		Out-of-block creature; the marquee WB life-matters payoff, very low power.
Cliffhaven Vampire	{2}{W}{B}	4	Creature — Vampire Warrior Ally	W, B	W/B	Orzhov WB		Each lifegain pings opponents for 1: a flying WB drain payoff for the lifegain shell.	Out-exception	1107	4852	0	0	0	1	OGW		Out-of-block creature; chosen as the single 'gain->ping 1' copy (excluded Epicure/Blight-Priest).
Vizkopa Confessor	{3}{W}{B}	5	Creature — Human Cleric	W, B	W/B	Orzhov WB		Extort (drain per spell) + pay-life hand disruption ETB: WB life-matters grind. Cleric shell.	Out-exception	1093	22194	0	0	0	1	GTC		Out-of-block creature; extort = WB drain mechanic. Marginal pick, trim first if sparing.
Rain of Gore	{B}{R}	2	Enchantment	B, R	B/R	Rakdos BR		Symmetric anti-lifegain: any controller's lifegain becomes lifeloss. BR life-resource hate.	N/A	1125	18598	0	0	0	0	DIS		Non-creature; BR slot for the anti-lifegain axis. Watch symmetry with own gain.
Ensnaring Bridge	{3}	3	Artifact		B/R	Rakdos BR	B/R	prison anchor (colorshift)	N/A	1294	4879	0	0	0	1	2XM, 7ED, 8ED, A25, LTC, MB2, MPS, STH	hellbent;prison	Colorshift->BR; empty hand = no attackers can hit you
Spiteful Visions	{2}{B/R}{B/R}	4	Enchantment	B, R	B/R	Rakdos BR		symmetric extra-draw + 1 dmg per ANY draw -> turns the wheel into a clock	N/A	1247	2306	0	0	0	0	C13, DSC, SCD, SHM		Hybrid B/R; castable mono-B. Symmetric Underworld Dreams + own enabler; spicy.
Sterling Grove	{G}{W}	2	Enchantment	W, G	G/W	Selesnya GW		Enchantment toolbox tutor + shroud protection for the shell	Out-exception	1252	1169	0	0	0	0	INV, J20, J21, MH2, PRM, TD0		GW gold (counts toward Selesnya). Protects lock; tutors Opalescence/Humility
Opposition	{2}{U}{U}	4	Enchantment	U	G/W	Selesnya GW	GW	Colorshifted tapper-lock fed by a wide creature board.	Out-exception	1369	6158	1	0	0	1	7ED, DMR, MP2, UDS, WC01, WC02		Locked >GW; GW floods creatures by turn four to fuel taps.
Simic Ascendancy	{G}{U}	2	Enchantment	U, G	G/U	Simic UG		UG counter alt-win (growth → 20 = win); +1/+1 payoff	N/A	1169	1265	0	0	0	0	BLC, LCC, PRM, PRNA, RNA, SLD	+1/+1 matters;counter alt-win;proliferate	Self-contained mana sink; turns block's +1/+1 / Amplify into a clock
Tangle Wire	{3}	3	Artifact		U/G	Simic UG	UG	Colorshifted soft-lock; FADE counters are a proliferate target.	Out-exception	1358	7893	0	0	0	1	NEM, SLD, V13, WC00		Locked >UG; Fading 4 counters, UG proliferates to extend lock.
